비트코인 고가변동률,이더리움 고가변동률,비트코인캐시 고가변동률,이오스 고가변동률,트론 고가변동률,라이트코인 고가변동률
1.1702017,7.2508931,2.077105848,6.940561909,3.881427392,12.12152612
-0.2137309,-21.8798242,-0.843593251,-1.405902004,0.139281828,-1.755064644
-0.1717319,23.5112936,-0.182066454,1.793861762,-2.549202579,-0.645304851
-0.3267804,-1.2313487,-0.90956927,-3.829172572,-0.703365202,0.928969558
-0.7183871,-0.3608545,0.030077449,1.24165333,-1.346241742,5.240653202
1.2329267,-13.1829574,-0.426774483,2.162085976,-0.492020177,1.909433301
-0.2366402,15.1016876,-2.787684693,-0.409870582,-1.10806722,-0.962873005
-0.651045,-2.0555202,-0.492503802,-4.004635244,-0.265068102,-1.736740043
-7.7130323,-14.6088425,-12.19713831,-16.49526296,-10.30068037,-12.1315957
1.001782,4.0675413,1.997794642,4.06547856,7.944404959,3.110338836
4.2554794,7.0415911,6.426894933,9.604969327,1.283743251,3.843377842
-0.7079646,-0.4814443,-1.609726279,-0.817209776,-0.974218843,-3.609940865
0.7003715,0.0602168,-0.432812606,-0.119510769,-0.331557134,-0.846937993
-0.2553959,-0.2536038,-1.975472324,3.519347197,-2.305942236,6.508296088
2.3080667,1.4901111,1.808733212,8.844511933,3.715405535,0.362541477
5.794195,9.1446736,18.66890918,19.8715527,4.270225188,8.536748033
1.3179934,8.6506024,1.81847835,0.939471677,0.477666974,1.509714982
-0.1754242,0.4032258,-0.776761874,0.884831952,-0.864002658,-0.02932816
0.6566423,-0.3695967,-0.177691624,-1.021185267,-1.214608125,4.370143631
-1.0645558,-1.3553143,-2.203791469,-3.616708928,-3.466032878,-4.865373415
0.1941801,1.7582063,2.843216897,-0.309329785,1.814882033,0.310084487
-0.6709951,-0.8476609,-2.96389721,5.620937994,-4.956301748,-5.116834385
0.0135847,-0.3267974,-1.299307555,-0.364030943,-0.768352986,-0.822531876
0.1442059,3.608886,-1.130769231,1.125623872,-4.71185212,2.474485927
-1.2308188,-1.2155327,-1.298306886,1.069690899,1.110418881,3.345500146
8.7468584,15.5107426,12.35178709,17.8166491,4.363956246,32.43868442
-1.6158712,-1.4395839,-4.325471313,-1.104626928,-2.093240966,-2.334540188
